,carat,cut,color,clarity,depth,table,price,x,y,z
35506,0.34,Ideal,G,VVS2,62.6,54.0,775,4.44,4.47,2.79
35507,0.71,Premium,D,SI1,60.6,58.0,2863,5.79,5.77,3.5
35508,0.52,Ideal,D,VS2,61.0,57.0,1868,5.21,5.18,3.17
35509,1.7,Very Good,J,VS1,63.6,58.0,9683,7.52,7.54,4.79
35510,0.32,Very Good,G,VS1,60.8,56.0,660,4.45,4.48,2.71
35511,0.91,Good,E,SI1,63.5,57.0,4512,6.11,6.14,3.89
35512,1.01,Very Good,F,VS2,61.6,57.0,6773,6.39,6.46,3.96
35513,1.63,Very Good,H,SI1,62.5,58.0,10721,7.47,7.55,4.69
35514,1.01,Premium,D,SI2,61.7,57.0,5006,6.49,6.44,3.99
35515,0.3,Premium,F,VS2,62.8,58.0,776,4.29,4.24,2.68
35516,2.01,Good,G,SI2,63.6,59.0,11096,7.97,7.9,5.05
35517,0.7,Premium,E,SI1,61.2,62.0,2396,6.65,5.73,3.48
35518,1.26,Ideal,E,VVS2,61.1,57.0,14300,7.0,6.98,4.27
35519,0.31,Ideal,G,VVS2,62.7,57.0,707,4.31,4.33,2.71
35520,0.32,Ideal,G,VVS2,62.0,55.0,730,4.4,4.44,2.74
35521,0.42,Premium,H,SI1,60.9,58.0,700,4.84,4.85,2.95
35522,0.24,Very Good,E,VVS2,64.0,56.0,485,3.94,3.97,2.53
35523,1.34,Ideal,E,VVS2,62.6,54.0,14593,7.05,7.07,4.42
35524,0.35,Ideal,E,VS1,61.2,56.0,1063,4.55,4.53,2.78
35525,0.37,Very Good,F,SI1,62.4,59.0,616,4.56,4.6,2.86
35526,1.14,Ideal,G,VS1,62.3,56.0,7948,6.73,6.7,4.18
35527,0.3,Ideal,G,VS2,61.6,57.0,545,4.3,4.33,2.66
35528,0.39,Ideal,G,VVS1,60.7,56.0,1359,4.73,4.77,2.88
35529,0.9,Premium,D,SI1,62.6,58.0,4304,6.15,6.11,3.84
35530,0.46,Fair,I,VS2,66.8,55.0,855,4.82,4.77,3.2
35531,1.7,Good,F,VS1,57.6,63.0,17330,7.86,7.81,4.51
35532,0.3,Premium,J,VS1,62.6,60.0,394,4.22,4.28,2.66
35533,1.05,Very Good,E,VS2,61.6,58.0,6803,6.48,6.53,4.01
35534,0.92,Ideal,G,SI2,62.4,56.0,4068,6.21,6.23,3.88
35535,1.17,Ideal,G,VS2,61.5,57.0,6139,6.86,6.8,4.2
35536,1.5,Premium,H,SI1,58.8,59.0,9697,7.53,7.47,4.41
35537,0.9,Very Good,I,VS2,62.1,61.0,3535,6.08,6.12,3.79
35538,0.34,Ideal,F,VS2,60.7,56.0,938,4.56,4.53,2.76
35539,1.0,Ideal,E,VS2,62.8,57.0,6720,6.37,6.34,3.99
35540,0.38,Premium,I,VS2,61.5,58.0,812,4.62,4.61,2.84
35541,1.39,Ideal,J,VS2,60.3,57.0,6366,7.26,7.24,4.37
35542,1.01,Ideal,F,SI2,60.5,57.0,4497,6.53,6.49,3.94
35543,0.76,Very Good,E,IF,61.9,56.0,4798,5.83,5.85,3.62
35544,1.0,Premium,H,SI1,61.7,59.0,4144,6.41,6.36,3.94
35545,0.56,Ideal,G,VS1,60.8,55.0,1837,5.34,5.36,3.25
35546,0.77,Premium,G,SI1,60.7,58.0,2563,5.95,5.98,3.62
35547,1.51,Very Good,H,SI2,62.3,58.0,9107,7.31,7.35,4.57
35548,0.33,Ideal,E,VS2,62.1,56.0,723,4.43,4.46,2.76
35549,1.01,Premium,D,VS1,61.6,58.0,8823,6.44,6.42,3.96
35550,1.51,Premium,H,VS2,60.2,60.0,10951,7.5,7.38,4.48
35551,0.85,Ideal,G,SI1,61.6,55.0,3023,6.09,6.11,3.76
35552,0.54,Very Good,F,VS2,59.5,58.0,1662,5.29,5.36,3.17
35553,1.06,Good,G,VS2,63.1,59.0,6212,6.45,6.48,4.08
35554,0.36,Ideal,H,SI1,61.6,56.0,538,4.6,4.62,2.84
35555,0.76,Ideal,D,VS2,60.2,56.0,3352,5.92,5.95,3.57
35556,1.55,Ideal,G,VVS2,62.5,57.0,15794,7.35,7.33,4.59
35557,0.4,Very Good,G,SI1,62.8,60.0,702,4.66,4.7,2.94
35558,0.3,Ideal,F,VS2,62.3,53.5,601,4.27,4.32,2.68
35559,0.32,Good,D,SI2,63.7,56.0,477,4.33,4.34,2.76
35560,0.5,Premium,G,VS1,62.2,59.0,1624,5.04,5.09,3.15
35561,1.28,Very Good,I,SI1,63.6,54.0,5920,6.87,6.9,4.38
35562,0.31,Premium,F,IF,61.6,58.0,874,4.33,4.37,2.68
35563,2.4,Good,I,SI1,56.9,62.0,18541,8.87,8.81,5.03
35564,0.92,Ideal,H,IF,62.5,55.0,5758,6.25,6.3,3.92
35565,0.41,Good,G,SI2,63.6,54.0,784,4.74,4.7,3.0
35566,1.0,Very Good,H,SI2,61.6,58.0,4172,6.43,6.47,3.97
35567,0.7,Very Good,I,VS1,63.3,55.0,1995,5.64,5.6,3.56
35568,1.09,Ideal,H,VS2,61.4,57.0,6419,6.61,6.65,4.07
35569,1.17,Ideal,G,VVS1,61.9,56.0,9799,6.73,6.78,4.18
35570,1.51,Premium,F,VS2,61.9,60.0,12202,7.29,7.25,4.5
35571,2.5,Ideal,I,VS2,61.9,57.0,16955,8.7,8.68,5.38
35572,1.0,Very Good,F,VS2,62.9,59.0,6183,6.4,6.47,4.02
35573,0.38,Very Good,E,SI2,62.5,61.0,590,4.59,4.63,2.88
35574,2.29,Ideal,J,SI2,61.8,56.4,13726,8.4,8.5,5.23
35575,0.72,Very Good,E,SI1,61.6,58.0,2688,5.74,5.78,3.55
35576,0.51,Ideal,G,VVS2,61.9,55.0,1974,5.19,5.15,3.2
35577,0.42,Ideal,G,VVS2,62.1,57.0,1031,4.77,4.8,2.97
35578,1.01,Premium,E,SI1,60.5,62.0,5226,6.5,6.46,3.92
35579,0.57,Ideal,F,SI1,61.4,57.0,1571,5.35,5.3,3.27
35580,0.37,Very Good,H,SI1,63.2,57.0,684,4.58,4.54,2.88
35581,1.71,Good,G,SI2,63.7,57.0,6847,7.54,7.5,4.79
35582,0.39,Premium,H,VS1,61.7,57.0,1009,4.68,4.65,2.88
35583,0.35,Very Good,I,VS2,62.9,57.0,491,4.5,4.53,2.84
35584,0.41,Ideal,F,VS2,62.3,57.0,863,4.75,4.78,2.97
35585,1.0,Good,E,SI1,63.2,57.0,5299,6.36,6.39,4.03
35586,0.71,Ideal,F,SI2,61.6,56.0,2168,5.73,5.67,3.51
35587,0.35,Ideal,G,VS1,61.1,56.0,923,4.55,4.58,2.79
35588,0.7,Good,F,I1,63.8,60.0,1134,5.64,5.45,3.54
35589,0.3,Ideal,D,VS2,62.4,55.0,790,4.32,4.3,2.69
35590,0.42,Very Good,H,VVS2,62.9,56.0,921,4.75,4.79,3.0
35591,0.73,Ideal,E,VS2,61.6,56.0,3429,5.8,5.82,3.58
35592,1.02,Very Good,E,SI1,60.5,63.0,4901,6.54,6.48,3.94
35593,1.27,Ideal,H,SI1,60.6,57.0,6785,7.07,7.0,4.26
35594,1.01,Good,H,SI1,57.1,58.0,4488,6.6,6.64,3.78
35595,1.31,Ideal,G,VS1,62.0,53.0,10556,7.06,7.07,4.37
35596,0.7,Ideal,H,SI1,61.8,53.0,2499,5.71,5.74,3.54
35597,0.36,Premium,F,VVS2,62.5,56.0,945,4.6,4.52,2.85
35598,1.24,Premium,H,VS1,62.2,59.0,7092,6.83,6.9,4.27
35599,1.02,Very Good,F,SI1,59.8,58.0,5500,6.49,6.55,3.9
35600,0.5,Premium,F,VS2,61.7,60.0,1323,5.06,5.02,3.11
35601,1.72,Premium,H,VS2,61.3,59.0,13486,7.69,7.72,4.72
35602,1.05,Ideal,G,VS1,62.0,56.0,7063,6.53,6.47,4.03
35603,2.13,Ideal,J,VS2,62.1,55.0,15258,8.23,8.29,5.13
35604,1.0,Good,I,VVS2,57.4,59.0,4032,6.61,6.53,3.77
35605,1.24,Premium,H,SI2,62.1,58.0,4854,6.92,6.88,4.28
35606,0.73,Ideal,I,VS2,61.9,56.0,2426,5.77,5.82,3.59
35607,0.43,Very Good,F,VS1,62.2,61.0,1056,4.75,4.83,2.98
35608,0.86,Premium,F,SI1,62.6,58.0,3372,6.01,6.06,3.78
35609,1.21,Ideal,G,VVS1,60.2,57.0,10232,7.02,6.94,4.2
35610,1.07,Ideal,F,SI1,60.6,57.0,5909,6.62,6.67,1.07
35611,2.01,Very Good,I,VS1,59.7,63.0,17751,8.24,8.15,4.89
35612,0.34,Ideal,G,VVS2,62.1,55.0,775,4.44,4.48,2.77
35613,1.79,Ideal,I,VS1,61.3,57.0,13908,7.86,7.81,4.8
35614,0.29,Very Good,G,VS2,62.0,55.0,471,4.24,4.27,2.63
35615,0.25,Ideal,F,VS2,61.6,55.0,535,4.06,4.08,2.51
35616,1.29,Very Good,H,VS1,60.8,58.0,8629,7.01,7.04,4.27
35617,0.7,Premium,F,VS2,63.0,61.0,2648,5.64,5.59,3.54
35618,0.55,Premium,H,SI2,62.4,56.0,1246,5.23,5.2,3.25
35619,0.31,Good,F,SI1,63.1,55.0,516,4.28,4.34,2.72
35620,0.82,Premium,G,SI1,59.9,59.0,2893,6.09,6.06,3.64
35621,0.44,Good,J,VS1,63.2,57.0,694,4.82,4.86,3.06
35622,0.74,Ideal,E,VS2,60.2,55.0,3518,5.87,5.92,3.55
35623,0.54,Premium,I,VS1,61.5,58.0,1389,5.28,5.26,3.24
35624,0.41,Good,E,SI1,63.6,58.0,904,4.74,4.72,3.01
35625,2.3,Ideal,G,SI2,61.6,57.0,15433,8.47,8.41,5.2
35626,0.73,Ideal,G,VS1,61.7,56.0,3525,5.76,5.79,3.56
35627,1.06,Very Good,G,IF,61.2,57.0,8415,6.52,6.56,4.0
35628,0.3,Very Good,F,VS2,62.7,58.0,605,4.25,4.3,2.68
35629,2.14,Premium,I,SI1,59.5,59.0,15499,8.42,8.36,4.99
35630,1.01,Premium,F,VS2,61.6,59.0,6707,6.43,6.39,3.95
35631,1.01,Good,G,VVS2,58.2,55.0,7306,6.65,6.68,3.88
35632,1.1,Ideal,H,SI1,60.2,56.0,4916,6.82,6.74,4.08
35633,0.3,Ideal,F,VVS1,61.8,54.0,802,4.33,4.37,2.69
35634,1.5,Fair,J,I1,68.8,57.0,4284,6.94,6.87,4.75
35635,0.41,Ideal,F,VVS1,61.2,57.0,1205,4.79,4.85,2.95
35636,1.01,Ideal,G,VVS2,62.2,56.0,8034,6.41,6.46,4.0
35637,1.74,Ideal,D,SI2,64.5,56.0,12361,7.56,7.54,4.87
35638,1.05,Very Good,E,SI2,62.3,56.0,4851,6.47,6.54,4.05
35639,0.7,Ideal,G,SI1,60.5,57.0,2460,5.74,5.79,3.49
35640,0.6,Ideal,H,VS1,61.3,55.0,2250,5.47,5.49,3.36
35641,1.51,Premium,J,VVS2,62.9,58.0,8930,7.33,7.21,4.57
35642,0.73,Ideal,D,VS2,62.1,56.0,3182,5.77,5.8,3.59
35643,2.01,Ideal,H,SI1,61.6,57.0,17403,8.1,8.04,4.97
35644,1.2,Ideal,I,VS2,62.5,56.0,5884,6.66,6.74,4.19
35645,0.43,Ideal,D,SI1,61.5,56.0,830,4.82,4.87,2.98
35646,0.51,Ideal,J,SI2,62.1,56.0,885,5.1,5.14,3.18
35647,0.52,Ideal,E,VS2,62.1,56.0,1576,5.17,5.2,3.22
35648,1.05,Very Good,G,VS2,61.7,55.0,5917,6.5,6.56,4.03
35649,0.52,Very Good,D,VVS2,59.8,55.0,2426,5.28,5.35,3.18
35650,0.55,Premium,G,SI1,60.7,56.0,1226,5.38,5.32,3.25
35651,0.9,Very Good,H,VS2,62.7,59.0,4173,6.11,6.17,3.85
35652,0.51,Ideal,D,VS1,61.6,57.0,2066,5.16,5.13,3.17
35653,1.32,Ideal,G,VVS2,62.3,57.0,11419,6.96,7.04,4.36
35654,1.02,Premium,G,SI1,60.8,58.0,4718,6.5,6.46,3.94
35655,1.01,Good,H,SI2,63.9,58.0,3888,6.32,6.35,4.05
35656,1.02,Ideal,H,SI2,58.8,57.0,3142,6.61,6.55,3.87
35657,0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49
35658,1.25,Ideal,F,VS1,61.7,56.0,9996,6.93,6.92,4.27
35659,0.32,Premium,I,VS1,61.3,58.0,505,4.35,4.39,2.68
35660,0.34,Premium,D,SI2,59.2,59.0,650,4.58,4.54,2.7
35661,1.0,Good,H,SI2,59.0,61.0,3991,6.42,6.46,3.8
35662,1.01,Premium,F,VS2,59.7,60.0,5923,6.41,6.38,3.82
35663,1.33,Ideal,H,VS2,59.5,57.0,8385,7.18,7.23,4.29
35664,0.24,Very Good,E,VVS2,62.1,59.0,471,3.95,4.0,2.47
35665,1.04,Ideal,H,SI1,62.7,54.0,4515,6.51,6.47,4.07
35666,0.31,Ideal,G,VVS1,62.5,57.0,816,4.31,4.36,2.71
35667,0.76,Ideal,G,VS1,59.4,57.0,2972,5.99,6.03,3.57
35668,0.79,Ideal,I,SI1,61.6,56.0,2756,5.95,5.97,3.67
35669,0.3,Very Good,I,VVS1,63.1,57.0,709,4.29,4.27,2.7
35670,1.0,Premium,D,SI2,58.3,61.0,4626,6.59,6.54,3.83
35671,2.0,Ideal,H,VS2,62.4,55.0,15829,8.03,7.94,4.99
35672,0.3,Ideal,G,SI1,62.8,56.0,574,4.32,4.28,2.7
35673,0.33,Ideal,D,VS2,62.3,56.0,1002,4.46,4.43,2.77
35674,1.25,Premium,F,VS2,60.8,58.0,9702,6.98,6.93,4.23
35675,0.41,Very Good,G,SI2,59.9,60.0,656,4.82,4.86,2.9
35676,0.4,Very Good,E,VVS2,61.0,55.0,1106,4.77,4.81,2.92
35677,0.3,Ideal,G,VVS1,62.3,55.0,1013,4.31,4.29,2.68
35678,1.31,Ideal,H,SI2,62.3,56.0,6225,7.0,6.97,4.35
35679,1.01,Good,H,SI2,63.7,55.0,3999,6.32,6.37,4.04
35680,0.57,Very Good,I,SI2,62.1,57.0,1000,5.29,5.33,3.3
35681,0.35,Ideal,E,VS2,61.5,55.0,984,4.56,4.52,2.79
35682,0.53,Ideal,E,SI1,62.0,56.0,1607,5.19,5.17,3.21
35683,0.4,Very Good,F,VVS2,62.8,57.0,1088,4.66,4.73,2.95
35684,0.39,Very Good,E,SI2,63.0,61.0,650,4.62,4.65,2.92
35685,0.71,Ideal,I,VS1,61.5,56.0,2965,5.72,5.76,3.52
35686,0.35,Ideal,D,SI1,60.7,57.0,827,4.57,4.53,2.76
35687,0.58,Premium,E,SI1,60.7,61.0,1641,5.47,5.27,3.28
35688,0.7,Very Good,D,VS1,60.3,58.0,4095,5.76,5.79,3.48
35689,0.23,Ideal,F,VS2,61.9,55.0,498,3.94,3.97,2.45
35690,0.27,Ideal,H,VS2,61.7,56.0,451,4.13,4.17,2.56
35691,1.03,Ideal,J,SI1,61.6,57.0,4175,6.46,6.49,3.99
35692,0.9,Premium,F,VS1,59.0,58.0,4770,6.29,6.33,3.72
35693,2.0,Very Good,E,SI2,63.4,60.0,14763,7.97,7.92,5.04
35694,0.5,Premium,E,VS1,61.9,59.0,2055,5.1,5.08,3.15
35695,0.87,Very Good,F,SI2,61.0,63.0,2851,6.22,6.07,3.75
35696,0.73,Ideal,E,SI1,61.4,56.0,2886,5.79,5.81,3.56
35697,0.38,Very Good,D,VS1,58.2,58.0,995,4.77,4.81,2.79
35698,1.0,Good,F,SI2,59.4,64.0,3858,6.36,6.29,3.76
35699,0.41,Ideal,E,SI1,61.5,55.0,711,4.78,4.81,2.95
35700,0.5,Ideal,D,SI1,61.7,56.0,1623,5.16,5.11,3.17
35701,1.0,Premium,D,SI1,61.5,60.0,5488,6.38,6.34,3.91
35702,0.34,Ideal,E,SI1,62.1,55.0,765,4.51,4.47,2.79
35703,3.24,Premium,H,I1,62.1,58.0,12300,9.44,9.4,5.85
35704,0.4,Premium,G,SI1,59.6,61.0,840,4.76,4.74,2.83
35705,0.52,Ideal,F,VS1,62.5,57.0,1707,5.17,5.13,3.22
35706,1.27,Very Good,F,VVS1,62.5,56.0,13200,6.99,6.93,4.35
35707,1.52,Ideal,I,SI2,62.5,58.0,7990,7.29,7.33,4.57
35708,0.5,Good,D,VS2,63.7,56.0,1635,5.05,5.09,3.23
35709,0.54,Premium,D,VS1,61.1,58.0,2100,5.3,5.24,3.22
35710,0.53,Premium,F,VS2,61.6,57.1,1712,5.15,5.21,3.19
35711,1.01,Ideal,H,SI1,61.9,58.0,4767,6.42,6.48,3.99
35712,2.0,Premium,J,VS2,62.9,60.0,11966,7.99,7.95,5.01
35713,0.26,Premium,F,VS1,59.5,58.0,452,4.18,4.22,2.5
35714,1.5,Good,F,VS2,58.6,64.0,13160,7.52,7.46,4.39
35715,0.71,Very Good,G,SI1,63.4,56.0,2364,5.64,5.68,3.59
35716,0.51,Good,F,SI1,63.6,58.0,1406,5.08,5.05,3.22
35717,1.19,Premium,H,VS2,62.6,56.0,6198,6.81,6.76,4.25
35718,1.12,Premium,J,VS2,58.6,58.0,4422,6.85,6.81,4.0
35719,1.16,Premium,H,SI1,62.8,57.0,5702,6.73,6.67,4.21
35720,0.5,Ideal,F,VS1,62.1,55.0,1731,5.08,5.12,3.17
35721,0.32,Ideal,H,SI1,60.6,57.0,449,4.4,4.44,2.68
35722,0.31,Ideal,I,VS2,62.1,54.0,452,4.35,4.38,2.71
35723,0.9,Very Good,E,SI2,59.9,57.0,4288,6.25,6.34,3.77
35724,0.41,Very Good,G,VS2,61.3,57.0,827,4.76,4.8,2.93
35725,0.72,Premium,E,SI1,61.4,57.0,2476,5.83,5.73,3.55
35726,0.46,Good,F,VS1,56.5,61.0,1157,5.11,5.05,2.87
35727,1.0,Very Good,F,SI2,62.6,58.0,4081,6.31,6.37,3.97
35728,0.72,Ideal,H,SI2,60.8,56.0,2252,5.79,5.83,3.53
35729,0.3,Ideal,F,SI1,62.2,54.2,499,4.31,4.34,2.69
35730,0.33,Premium,D,SI2,62.1,58.0,631,4.43,4.4,2.74
35731,0.3,Very Good,I,SI1,63.3,59.0,506,4.25,4.22,2.68
35732,0.36,Very Good,H,IF,60.8,57.0,865,4.58,4.6,2.79
35733,0.3,Ideal,G,SI1,62.0,58.0,477,4.27,4.29,2.65
35734,0.24,Premium,H,VVS1,61.2,58.0,554,4.01,3.96,2.44
35735,0.54,Ideal,E,SI1,61.7,56.0,1571,5.27,5.24,3.24
35736,1.51,Fair,G,VS2,58.1,67.0,10553,7.59,7.49,4.38
35737,2.35,Premium,H,SI1,62.6,60.0,17999,8.42,8.38,5.26
35738,0.7,Fair,G,I1,66.7,55.0,956,5.64,5.49,3.71
35739,1.13,Ideal,F,SI2,62.3,57.0,4778,6.67,6.61,4.14
35740,1.01,Good,H,VS2,60.8,61.0,5229,6.43,6.5,3.93
35741,1.0,Fair,H,VS1,55.8,60.0,5460,6.66,6.61,3.7
35742,0.7,Very Good,E,VS1,61.3,56.0,2967,5.68,5.71,3.49
35743,2.08,Good,I,SI2,63.8,58.0,14084,8.1,8.02,5.14
35744,1.55,Premium,J,VS2,60.7,59.0,7911,7.47,7.5,4.54
35745,0.54,Ideal,G,VS2,61.7,56.0,1605,5.21,5.24,3.23
35746,1.16,Ideal,J,SI1,60.7,57.0,4028,6.83,6.77,4.13
35747,1.01,Premium,G,SI1,62.5,60.0,4588,6.34,6.39,3.98
35748,1.62,Premium,F,SI1,62.6,58.0,13298,7.53,7.48,4.7
35749,0.32,Premium,D,VS2,58.8,59.0,829,4.52,4.49,2.65
35750,1.21,Ideal,F,VS2,62.9,54.0,8557,6.82,6.78,4.28
35751,0.37,Ideal,D,VS2,61.3,56.0,1124,4.64,4.6,2.83
35752,0.41,Very Good,I,VVS1,59.8,61.0,863,4.79,4.84,2.88
35753,0.42,Very Good,F,VS1,60.9,58.0,910,4.84,4.88,2.96
35754,0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48
35755,1.13,Premium,G,SI2,60.0,61.0,4518,6.78,6.71,4.05
35756,0.31,Ideal,G,IF,61.4,55.0,891,4.36,4.4,2.69
35757,1.19,Premium,I,VS2,61.7,57.0,5439,6.84,6.77,4.2
35758,0.9,Very Good,H,SI1,58.7,59.0,3447,6.3,6.35,3.71
35759,0.35,Ideal,F,VS1,62.4,57.0,1011,4.52,4.49,2.81
35760,0.67,Very Good,G,VVS1,62.0,56.0,3178,5.6,5.62,3.48
35761,1.03,Ideal,D,SI1,61.2,55.0,5804,6.51,6.57,4.0
35762,0.7,Good,E,SI2,60.7,61.0,2405,5.69,5.71,3.46
35763,0.9,Very Good,I,SI1,61.8,56.0,3407,6.19,6.24,3.84
35764,1.52,Ideal,I,VS1,61.4,57.0,9483,7.42,7.38,4.54
35765,1.02,Very Good,J,SI2,63.1,58.0,3359,6.38,6.34,4.01
35766,0.7,Premium,F,VS2,60.5,58.0,2648,5.78,5.76,3.49
35767,0.38,Very Good,E,VS2,61.2,56.0,740,4.67,4.71,2.87
35768,0.71,Ideal,H,VS2,62.2,56.0,2622,5.68,5.74,3.55
35769,0.79,Premium,E,VS2,60.6,53.0,2876,6.04,5.98,3.64
35770,0.26,Ideal,H,VS1,62.2,55.0,482,4.12,4.14,2.57
35771,1.08,Ideal,H,SI2,61.4,57.0,5141,6.66,6.6,4.07
35772,0.4,Premium,H,VS1,62.7,59.0,731,4.63,4.71,2.93
35773,0.9,Good,F,SI1,61.3,60.0,3893,6.13,6.18,3.77
35774,0.31,Very Good,F,VVS1,60.7,58.0,767,4.36,4.4,2.66
35775,1.08,Premium,I,SI1,60.5,60.0,4355,6.67,6.61,4.02
35776,0.35,Good,H,VVS2,60.4,56.0,620,4.57,4.59,2.77
35777,0.35,Very Good,G,IF,62.2,58.0,1044,4.45,4.52,2.79
35778,0.3,Ideal,F,IF,62.5,54.0,886,4.31,4.33,2.7
35779,0.5,Very Good,J,VS1,61.4,57.8,1034,5.09,5.14,3.15
35780,1.01,Ideal,F,VS1,61.7,59.0,7056,6.44,6.42,3.97
35781,1.51,Good,H,SI2,61.0,56.0,8243,7.29,7.37,4.47
35782,0.71,Ideal,J,VS1,62.3,55.0,2085,5.7,5.73,3.56
35783,0.32,Ideal,G,VS1,61.2,56.0,828,4.43,4.39,2.7
35784,0.59,Very Good,I,VS2,61.2,57.0,1445,5.4,5.42,3.31
35785,0.28,Ideal,F,VVS2,62.6,55.0,787,4.2,4.23,2.64
35786,1.0,Premium,H,VS2,61.9,61.0,4536,6.37,6.23,3.9
35787,1.27,Ideal,G,SI2,58.8,56.0,4936,7.16,7.06,4.18
35788,1.23,Very Good,I,VS1,63.1,58.0,6564,6.77,6.91,4.32
35789,1.5,Very Good,F,SI1,63.0,55.0,10372,7.27,7.31,4.59
35790,0.34,Good,I,SI1,63.7,54.0,447,4.43,4.48,2.84
35791,1.04,Premium,I,SI2,62.0,57.0,3774,6.53,6.47,4.03
35792,1.52,Premium,H,VS2,61.1,59.0,11066,7.45,7.38,4.53
35793,0.41,Ideal,F,VVS2,62.9,54.0,1192,4.74,4.7,2.97
35794,0.57,Ideal,I,VS2,61.6,54.0,1258,5.35,5.4,3.31
35795,1.11,Ideal,H,SI1,60.6,59.0,5325,6.75,6.71,4.08
35796,0.42,Ideal,F,VS1,62.3,55.0,1031,4.77,4.79,2.98
35797,4.0,Very Good,I,I1,63.3,58.0,15984,10.01,9.94,6.31
35798,1.01,Ideal,E,SI1,61.1,57.0,6346,6.5,6.47,3.96
35799,0.32,Ideal,E,VVS1,60.9,57.0,1020,4.45,4.42,2.7
35800,0.55,Ideal,G,VVS2,62.0,57.0,2129,5.26,5.22,3.25
35801,0.44,Ideal,D,VVS1,60.6,56.0,2290,4.95,4.99,3.01
35802,0.41,Premium,J,VVS1,62.2,59.0,775,4.71,4.75,2.94
35803,1.51,Good,G,VS1,63.1,60.0,13686,7.24,7.3,4.59
35804,0.4,Very Good,F,VS2,63.6,56.0,867,4.66,4.68,2.97
35805,1.04,Premium,H,VVS2,59.1,60.0,6278,6.66,6.6,3.92
35806,0.8,Premium,F,SI1,61.5,60.0,2890,5.97,5.94,3.66
35807,0.23,Good,F,VS2,63.8,57.0,447,3.93,3.84,2.48
35808,0.61,Premium,D,SI1,62.3,58.0,1877,5.4,5.45,3.38
35809,2.0,Good,G,SI2,58.1,64.0,11041,8.3,8.27,4.81
35810,0.71,Good,I,VS2,61.1,60.6,2145,5.71,5.74,3.49
35811,0.66,Good,H,VS1,59.9,60.3,1832,5.61,5.67,3.37
35812,0.55,Ideal,D,VS2,60.2,56.0,2459,5.33,5.38,3.22
35813,0.3,Ideal,G,VS1,61.7,54.6,618,4.3,4.33,2.67
35814,0.5,Very Good,F,VS2,62.8,57.0,1402,5.05,5.08,3.18
35815,2.0,Very Good,E,SI2,58.1,60.0,15840,8.25,8.32,4.81
35816,1.37,Ideal,G,VS1,62.2,55.0,10927,7.09,7.12,4.42
35817,0.52,Ideal,I,VS1,62.7,57.0,1720,5.17,5.14,3.23
35818,0.52,Very Good,H,SI1,61.3,60.0,1071,5.15,5.23,3.18
35819,0.33,Ideal,G,IF,61.9,54.0,1052,4.46,4.42,2.75
35820,0.4,Premium,E,VS1,60.1,58.0,1125,4.76,4.72,2.85
35821,0.32,Ideal,F,VS2,62.6,55.0,645,4.38,4.41,2.75
35822,1.5,Very Good,E,VS2,59.5,58.0,14592,7.44,7.48,4.44
35823,0.74,Premium,E,SI2,61.3,59.0,2527,5.83,5.78,3.56
35824,0.31,Very Good,H,VVS1,61.9,58.0,707,4.32,4.34,2.68
35825,1.18,Premium,I,VS1,62.1,58.0,5921,6.76,6.7,4.18
35826,1.04,Very Good,H,IF,62.0,55.0,6694,6.51,6.55,4.05
35827,0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.83,3.0
35828,0.3,Premium,G,VVS2,62.8,60.0,878,4.28,4.25,2.68
35829,0.54,Ideal,G,SI1,61.8,58.0,1350,5.21,5.27,3.24
35830,1.57,Premium,J,VS1,61.3,59.0,8595,7.44,7.47,4.57
35831,1.8,Ideal,H,VS1,62.0,57.0,16683,7.84,7.78,4.84
35832,1.2,Very Good,F,VS2,62.4,58.0,8829,6.75,6.81,4.23
35833,1.72,Very Good,D,SI2,63.4,62.0,12360,7.59,7.53,4.79
35834,0.39,Ideal,G,VVS1,62.0,56.0,978,4.66,4.7,2.9
35835,0.32,Good,H,SI2,63.2,55.0,393,4.34,4.36,2.75
35836,0.53,Ideal,F,SI1,61.8,56.0,1360,5.19,5.23,3.22
35837,1.0,Very Good,E,VS2,62.8,57.0,6600,6.34,6.37,3.99
35838,0.32,Ideal,G,VS2,61.8,57.0,561,4.38,4.42,2.72
35839,0.3,Premium,G,VVS2,62.9,55.0,878,4.28,4.24,2.68
35840,0.31,Very Good,E,VS2,61.0,59.0,680,4.33,4.39,2.66
35841,0.85,Ideal,E,SI1,63.0,56.0,4089,6.0,6.04,3.79
35842,1.01,Ideal,F,VS2,60.9,58.0,7411,6.43,6.47,3.93
35843,0.52,Premium,I,VVS1,60.1,58.0,1733,5.26,5.23,3.15
35844,0.31,Very Good,H,VVS2,63.4,56.0,802,4.32,4.29,2.73
35845,0.26,Very Good,G,VVS1,61.6,56.0,545,4.14,4.17,2.55
35846,1.0,Very Good,H,VVS2,60.3,59.0,5929,6.41,6.46,3.88
35847,0.31,Ideal,E,VS2,60.5,56.0,680,4.38,4.41,2.66
35848,1.16,Premium,H,SI2,61.8,58.0,4872,6.81,6.75,4.19
35849,2.01,Very Good,H,VS2,63.5,59.0,16677,7.92,7.86,5.01
35850,0.32,Ideal,D,VVS2,59.9,59.0,854,4.45,4.46,2.67
35851,1.1,Ideal,H,SI1,61.4,55.0,5424,6.68,6.7,4.11
