,carat,cut,color,clarity,depth,table,price,x,y,z
4204,0.42,Very Good,G,SI1,61.7,55.0,,4.78,4.81,2.96
4205,2.06,Very Good,F,I1,58.7,61.0,,8.31,8.33,4.88
4206,0.7,Very Good,H,SI1,62.8,57.0,,5.61,5.66,3.54
4207,0.32,Very Good,D,SI1,60.1,60.0,,4.38,4.4,2.64
4208,0.39,Ideal,G,VVS1,62.4,53.6,,4.65,4.7,2.92
4209,0.71,Fair,G,SI2,65.6,61.0,,5.46,5.37,3.55
4210,1.7,Premium,J,VS2,61.0,59.0,,7.66,7.62,4.66
4211,1.51,Good,H,VS1,59.1,58.0,,7.48,7.52,4.43
4212,0.57,Very Good,G,VS2,62.8,57.0,,5.23,5.28,3.3
4213,0.31,Ideal,E,VVS2,61.4,57.0,,4.37,4.39,2.69
4214,1.05,Premium,E,IF,59.8,59.0,,6.65,6.62,3.97
4215,1.21,Premium,I,SI2,59.9,61.0,,6.89,6.85,4.11
4216,0.3,Ideal,F,VS1,61.4,56.0,,4.33,4.37,2.67
4217,0.51,Good,E,VS2,57.6,62.0,,5.33,5.3,3.06
4218,0.24,Good,F,VS1,58.3,61.0,,4.09,4.14,2.4
4219,1.02,Premium,J,SI1,58.9,62.0,,6.51,6.43,3.81
4220,0.34,Ideal,D,VS2,61.6,55.0,,4.48,4.54,2.78
4221,1.23,Ideal,G,VVS2,62.4,55.0,,6.8,6.88,4.27
4222,0.32,Ideal,H,VS1,62.7,56.0,,4.42,4.39,2.76
4223,0.5,Premium,H,SI2,62.6,61.0,,5.06,5.03,3.1
4224,1.02,Ideal,F,VVS2,62.3,58.0,,6.42,6.45,4.01
4225,1.0,Very Good,I,SI1,63.0,58.0,,6.3,6.33,3.98
4226,1.05,Ideal,I,SI1,62.1,59.0,,6.5,6.47,4.03
4227,1.28,Premium,G,VS2,61.6,58.0,,7.02,6.98,4.31
4228,1.7,Premium,H,VS2,60.6,58.0,,7.72,7.65,4.66
4229,0.41,Ideal,E,VS1,62.1,56.0,,4.78,4.75,2.96
4230,1.04,Ideal,H,SI2,59.6,56.0,,6.64,6.59,3.94
4231,1.03,Ideal,H,SI2,60.8,56.0,,6.56,6.47,3.96
4232,0.6,Very Good,D,VS2,63.1,54.0,,5.41,5.33,3.39
4233,1.0,Good,G,SI2,63.8,56.0,,6.23,6.31,4.0
4234,0.7,Very Good,F,VVS1,63.0,60.0,,5.59,5.62,3.53
4235,0.34,Ideal,G,VS1,61.3,55.0,,4.52,4.55,2.78
4236,1.01,Premium,G,VS1,60.9,58.0,,6.47,6.43,3.93
4237,0.41,Ideal,D,VS1,62.6,55.0,,4.75,4.77,2.98
4238,0.61,Ideal,D,VVS1,62.3,54.0,,5.4,5.45,3.38
4239,1.51,Premium,F,VS2,62.5,58.0,,7.36,7.21,4.55
4240,0.3,Ideal,G,VS1,62.0,56.0,,4.29,4.32,2.67
4241,1.19,Premium,H,SI1,60.8,59.0,,6.87,6.84,4.17
4242,0.32,Very Good,F,VVS1,59.4,59.0,,4.45,4.47,2.65
4243,1.09,Premium,G,VS2,61.7,58.0,,6.6,6.53,4.05
4244,0.71,Ideal,H,VVS1,60.8,56.0,,5.75,5.83,3.52
4245,0.32,Ideal,D,SI2,61.7,55.0,,4.4,4.38,2.71
4246,0.72,Very Good,H,SI2,62.6,53.0,,5.75,5.78,3.61
4247,0.9,Very Good,F,SI2,61.1,54.0,,6.27,6.29,3.84
4248,0.41,Ideal,D,SI1,62.3,55.0,,4.79,4.77,2.98
4249,0.31,Ideal,G,SI1,61.2,56.0,,4.37,4.39,2.68
4250,0.78,Ideal,E,VS2,62.1,54.0,,5.92,5.94,3.68
4251,1.21,Premium,D,VVS2,61.1,59.0,,6.9,6.89,4.21
4252,0.43,Very Good,G,VS2,59.1,60.0,,4.88,4.93,2.9
4253,0.67,Fair,F,SI1,56.0,67.0,,5.81,5.78,3.25
4254,0.71,Good,E,VS2,59.2,61.0,,5.8,5.88,3.46
4255,0.95,Very Good,G,VS1,59.9,58.0,,6.37,6.41,3.83
4256,0.55,Ideal,G,VS1,60.9,56.0,,5.29,5.35,3.24
4257,1.51,Premium,F,SI1,60.9,59.0,,7.42,7.33,4.49
4258,0.73,Very Good,D,VS2,60.5,59.0,,5.76,5.84,3.51
4259,0.42,Very Good,E,SI1,62.7,57.0,,4.77,4.83,3.01
4260,0.24,Very Good,F,VVS1,62.2,57.0,,3.97,4.0,2.48
4261,0.3,Ideal,D,VS1,62.0,54.0,,4.3,4.34,2.68
4262,1.52,Ideal,D,SI1,61.2,57.0,,7.47,7.4,4.55
4263,0.4,Very Good,E,VVS2,62.1,59.0,,4.67,4.7,2.91
4264,0.78,Ideal,E,SI2,60.8,56.0,,5.98,5.92,3.62
4265,0.3,Very Good,H,VVS1,63.3,59.0,,4.28,4.22,2.69
4266,0.7,Ideal,G,SI1,62.4,56.0,,5.66,5.69,3.54
4267,0.56,Premium,F,SI1,62.7,59.0,,5.27,5.22,3.29
4268,0.38,Premium,G,SI1,60.0,60.0,,4.72,4.65,2.81
4269,0.3,Ideal,E,SI1,61.7,57.0,,4.29,4.33,2.66
4270,1.4,Ideal,H,SI2,61.2,56.0,,7.23,7.18,4.41
4271,1.0,Good,H,SI1,61.5,64.0,,6.38,6.41,3.93
4272,0.4,Good,I,VVS1,63.3,57.0,,4.67,4.71,2.97
4273,0.37,Ideal,D,VVS2,62.4,56.0,,4.56,4.64,2.87
4274,1.25,Ideal,H,SI1,62.4,55.0,,6.9,6.86,4.3
4275,1.5,Premium,H,SI2,62.3,60.0,,7.22,7.3,4.52
4276,0.57,Ideal,D,VS2,62.1,56.0,,5.34,5.29,3.3
4277,1.5,Good,E,VVS2,64.3,58.0,,7.2,7.13,4.61
4278,1.21,Premium,H,VS2,59.3,60.0,,6.93,6.99,4.13
4279,0.5,Good,D,IF,63.2,59.0,,4.99,5.04,3.17
4280,0.97,Ideal,G,SI2,61.6,56.0,,6.31,6.39,3.91
4281,0.71,Ideal,G,VVS1,61.4,59.0,,5.7,5.76,3.52
4282,0.71,Ideal,E,VVS2,61.2,57.0,,5.73,5.8,3.53
4283,1.1,Ideal,J,SI2,60.1,57.0,,6.77,6.74,4.06
4284,1.06,Ideal,F,VS1,61.9,57.0,,6.55,6.53,4.05
4285,1.0,Premium,E,VVS1,60.3,54.0,,6.59,6.47,3.94
4286,0.5,Premium,D,VS2,59.7,57.0,,5.13,5.08,3.05
4287,1.12,Premium,G,I1,60.4,59.0,,6.71,6.67,0.0
4288,0.41,Ideal,F,VS2,61.9,56.0,,4.74,4.76,2.94
4289,0.54,Ideal,D,VS2,61.1,57.0,,5.25,5.22,3.2
4290,0.32,Ideal,E,VS2,61.5,55.0,,4.43,4.38,2.71
4291,0.71,Ideal,E,SI1,61.9,56.0,,5.76,5.71,3.55
4292,1.2,Ideal,I,SI2,62.5,56.0,,6.8,6.7,4.22
4293,0.52,Ideal,G,VS1,63.0,54.0,,5.17,5.12,3.24
4294,0.37,Ideal,E,VS2,62.5,56.0,,4.58,4.61,2.87
4295,0.53,Premium,G,VS2,60.7,59.0,,5.24,5.18,3.16
4296,0.45,Premium,D,VS1,60.6,59.0,,4.96,4.98,3.01
4297,1.01,Ideal,D,VVS1,62.5,55.0,,6.44,6.39,4.01
4298,0.34,Ideal,D,SI1,61.3,57.0,,4.44,4.5,2.74
4299,0.34,Very Good,F,VS2,62.3,57.0,,4.44,4.48,2.78
4300,1.02,Premium,G,VS1,60.8,58.0,,6.52,6.47,3.95
4301,0.46,Premium,E,VS1,61.7,59.0,,4.93,4.96,3.05
4302,0.75,Ideal,I,SI1,61.5,58.0,,5.82,5.86,3.59
4303,0.74,Ideal,E,SI1,62.3,58.0,,5.74,5.78,3.59
4304,0.5,Ideal,I,SI1,61.9,58.0,,5.06,5.09,3.14
4305,0.72,Very Good,D,VS1,64.1,57.0,,5.68,5.71,3.65
4306,0.3,Ideal,D,VS1,62.2,57.0,,4.26,4.29,2.66
4307,1.01,Good,F,SI2,63.3,57.0,,6.37,6.39,4.04
4308,0.71,Very Good,I,VS2,62.8,59.0,,5.64,5.67,3.55
4309,0.32,Ideal,G,VVS2,61.3,55.0,,4.4,4.44,2.71
4310,0.9,Good,F,VS2,64.5,60.0,,6.03,6.07,3.9
4311,0.52,Ideal,G,VS2,61.3,56.0,,5.18,5.21,3.18
4312,1.51,Premium,I,SI1,61.7,60.0,,7.31,7.27,4.5
4313,0.7,Ideal,I,VVS2,61.1,56.0,,5.73,5.76,3.52
4314,0.31,Ideal,E,VVS1,62.4,56.0,,4.37,4.35,2.72
4315,1.01,Fair,J,VS2,59.6,62.0,,6.54,6.49,3.88
4316,1.01,Premium,F,VVS1,62.8,58.0,,6.39,6.35,4.0
4317,0.42,Ideal,E,VVS1,59.7,56.0,,4.88,4.91,2.92
4318,0.31,Ideal,D,SI2,62.6,57.0,,4.35,4.27,2.7
4319,1.21,Very Good,H,VS2,59.1,59.0,,6.95,6.99,4.12
4320,0.3,Ideal,F,VVS1,62.0,54.2,,4.31,4.33,2.68
4321,1.11,Premium,G,SI1,60.1,60.0,,6.73,6.68,4.03
4322,0.31,Ideal,G,VVS1,60.2,61.0,,4.39,4.41,2.65
4323,0.3,Very Good,G,SI1,58.8,60.0,,4.35,4.39,2.57
4324,0.31,Very Good,F,VVS1,59.4,57.0,,4.39,4.43,2.62
4325,1.52,Good,E,SI1,63.5,58.0,,7.29,7.36,4.65
4326,0.55,Ideal,H,VVS1,60.5,57.0,,5.32,5.35,3.23
4327,2.05,Premium,D,SI1,60.4,58.0,,8.26,8.16,4.96
4328,1.07,Premium,G,VS2,60.9,58.0,,6.6,6.56,4.01
4329,0.32,Ideal,D,VS2,62.2,55.0,,4.37,4.41,2.73
4330,1.09,Ideal,J,SI2,62.0,55.0,,6.58,6.64,4.1
4331,0.32,Ideal,G,SI2,62.5,55.0,,4.37,4.4,2.74
4332,0.51,Ideal,E,VS2,61.9,55.0,,5.17,5.13,3.19
4333,2.04,Ideal,I,SI2,62.8,57.0,,8.11,8.07,5.08
4334,0.41,Premium,F,VS1,60.8,58.0,,4.82,4.76,2.91
4335,1.01,Premium,F,SI1,59.8,60.0,,6.57,6.53,3.92
4336,0.47,Very Good,G,SI1,62.8,56.0,,4.96,4.93,3.11
4337,0.4,Very Good,D,SI2,63.1,56.0,,4.67,4.65,2.94
4338,1.27,Premium,F,VS1,60.3,58.0,,7.06,7.04,4.25
4339,0.35,Very Good,F,IF,62.0,54.0,,4.55,4.58,2.83
4340,0.7,Ideal,G,SI1,61.2,57.0,,5.71,5.79,3.52
4341,0.82,Good,E,SI2,61.8,56.0,,5.95,5.99,3.69
4342,0.39,Ideal,H,SI1,61.5,56.0,,4.69,4.71,2.89
4343,1.5,Ideal,I,VS2,62.6,57.0,,7.26,7.31,4.56
4344,0.76,Ideal,F,VS1,62.2,56.0,,5.83,5.87,3.64
4345,1.13,Ideal,D,VVS2,60.1,57.0,,6.83,6.78,4.09
4346,0.43,Ideal,H,VS2,62.5,56.0,,4.81,4.85,3.02
4347,1.36,Ideal,F,VVS1,61.3,57.0,,7.23,7.13,4.4
4348,0.31,Ideal,D,VS1,62.0,54.0,,4.35,4.36,2.7
4349,0.32,Ideal,H,IF,62.1,54.0,,4.41,4.45,2.75
4350,1.09,Ideal,G,VVS2,60.6,57.0,,6.62,6.7,4.05
4351,0.31,Premium,H,IF,61.0,58.0,,4.34,4.38,2.66
4352,1.12,Premium,F,VS1,61.8,59.0,,6.75,6.65,4.14
4353,0.5,Ideal,D,SI2,62.5,55.0,,5.14,5.07,3.19
4354,1.5,Fair,H,SI1,65.0,57.0,,7.1,7.06,4.6
4355,1.04,Ideal,F,VVS2,61.2,57.0,,6.5,6.53,3.99
4356,0.4,Very Good,F,VVS1,58.9,59.0,,4.81,4.84,2.84
4357,0.51,Very Good,H,VS1,60.7,56.0,,5.18,5.21,3.16
4358,0.32,Very Good,H,VVS1,62.9,57.0,,4.33,4.38,2.74
4359,0.78,Very Good,H,SI2,62.9,55.0,,5.83,5.87,3.68
4360,0.7,Very Good,D,VS2,63.0,56.0,,5.61,5.69,3.56
4361,0.51,Ideal,D,VS2,61.2,55.0,,5.16,5.18,3.16
4362,0.3,Ideal,E,VVS1,61.2,57.0,,4.32,4.34,2.65
4363,1.07,Very Good,E,SI2,61.7,58.0,,6.54,6.56,4.04
4364,0.28,Ideal,F,VS1,62.0,53.0,,4.23,4.26,2.63
4365,0.31,Ideal,E,IF,61.8,54.0,,4.36,4.38,2.7
4366,0.59,Very Good,F,VS2,61.6,56.0,,5.39,5.41,3.33
4367,0.5,Ideal,D,VVS2,61.4,55.0,,5.13,5.16,3.16
4368,1.14,Premium,J,SI2,60.4,59.0,,6.8,6.74,4.09
4369,0.52,Ideal,D,VS2,61.8,55.0,,5.16,5.19,3.2
4370,1.01,Very Good,D,SI1,62.9,59.0,,6.39,6.43,4.03
4371,0.3,Ideal,D,VS2,60.9,57.0,,4.34,4.36,2.65
4372,0.62,Ideal,H,IF,61.9,55.0,,5.5,5.52,3.41
4373,0.32,Good,G,SI1,63.5,56.0,,4.35,4.38,2.77
4374,1.18,Ideal,I,VS1,62.2,55.0,,6.8,6.77,4.22
4375,0.5,Premium,F,VS1,61.6,58.0,,5.11,5.06,3.13
4376,0.7,Very Good,D,VS2,60.6,60.0,,5.71,5.75,3.47
4377,0.71,Very Good,I,SI1,62.9,59.0,,5.66,5.7,3.57
4378,0.56,Very Good,E,VS1,61.9,57.0,,5.29,5.31,3.28
4379,1.01,Ideal,I,VS1,62.8,57.0,,6.42,6.38,4.02
4380,0.9,Good,G,SI1,63.9,60.0,,6.07,6.1,3.89
4381,0.61,Very Good,I,VS2,62.7,57.0,,5.39,5.42,3.39
4382,1.2,Ideal,F,VS1,62.0,55.0,,6.81,6.83,4.23
4383,0.36,Ideal,E,VS1,61.6,57.0,,4.54,4.58,2.81
4384,0.4,Ideal,E,VS1,61.2,57.0,,4.77,4.74,2.91
4385,0.31,Ideal,H,VS1,62.2,57.0,,4.34,4.37,2.71
4386,0.4,Ideal,E,VS1,62.2,58.0,,4.72,4.74,2.94
4387,0.51,Ideal,D,SI1,62.4,57.0,,5.09,5.13,3.19
4388,0.94,Premium,D,VS1,62.3,58.0,,6.34,6.28,3.93
4389,2.2,Ideal,I,SI1,61.7,55.0,,8.37,8.41,5.18
4390,1.54,Premium,I,SI2,61.5,61.0,,7.41,7.31,4.53
4391,0.5,Good,D,VS2,63.3,54.0,,5.04,5.07,3.2
4392,0.5,Ideal,H,IF,61.8,56.0,,5.1,5.13,3.16
4393,1.04,Very Good,F,VS2,59.6,62.0,,6.56,6.62,3.93
4394,0.77,Premium,H,VS2,59.4,60.0,,6.0,5.96,3.55
4395,1.03,Very Good,E,VS1,62.8,55.0,,6.4,6.52,4.06
4396,0.31,Good,G,VS2,57.6,62.0,,4.46,4.5,2.58
4397,2.08,Very Good,J,SI1,62.6,58.0,,8.09,8.15,5.08
4398,1.54,Premium,F,SI1,62.8,58.0,,7.35,7.32,4.61
4399,0.36,Premium,G,SI1,62.0,59.0,,4.56,4.53,2.82
4400,0.72,Premium,G,VS2,62.4,57.0,,5.73,5.72,3.57
4401,1.01,Good,F,VS1,61.8,57.0,,6.34,6.44,3.95
4402,1.2,Very Good,G,SI2,62.9,54.0,,6.76,6.79,4.26
4403,0.51,Premium,E,VS2,62.5,59.0,,5.09,5.08,3.18
4404,0.9,Premium,D,SI1,62.4,61.0,,6.17,6.13,3.84
4405,0.71,Ideal,H,SI2,61.8,55.0,,5.75,5.7,3.54
4406,0.37,Ideal,E,VS2,61.9,53.0,,4.65,4.62,2.87
4407,1.1,Ideal,I,VS1,60.8,58.0,,6.68,6.63,4.04
4408,0.31,Very Good,I,SI1,63.5,56.0,,4.32,4.28,2.73
4409,0.54,Ideal,G,SI1,62.5,56.0,,5.2,5.24,3.26
4410,0.7,Ideal,I,SI1,62.8,56.0,,5.63,5.68,3.55
4411,0.33,Ideal,D,VS2,61.8,56.0,,4.45,4.48,2.76
4412,1.02,Ideal,G,VVS1,61.5,57.0,,6.44,6.47,3.97
4413,0.59,Very Good,G,SI2,60.6,56.0,,5.47,5.48,3.32
4414,1.01,Good,E,SI2,58.5,61.0,,6.51,6.61,3.84
4415,0.54,Premium,E,VS2,59.2,58.0,,5.35,5.32,3.16
4416,0.4,Ideal,G,VVS1,61.2,56.0,,4.74,4.8,2.92
4417,1.13,Premium,I,SI1,61.8,59.0,,6.65,6.68,4.12
4418,0.54,Ideal,D,VS1,61.4,53.0,,5.28,5.3,3.25
4419,0.52,Premium,H,SI2,60.9,61.0,,5.15,5.1,3.12
4420,0.25,Very Good,F,VVS2,61.6,57.0,,4.05,4.08,2.5
4421,0.3,Very Good,G,VVS2,63.2,57.0,,4.27,4.24,2.69
4422,0.52,Ideal,H,SI1,61.7,55.0,,5.17,5.21,3.2
4423,0.41,Premium,H,VVS2,62.2,58.0,,4.74,4.71,2.94
4424,0.29,Very Good,E,VS1,59.2,58.0,,4.36,4.39,2.59
4425,0.43,Very Good,G,VS1,62.2,59.0,,4.81,4.84,3.0
4426,0.3,Ideal,D,VS1,61.2,59.0,,4.29,4.31,2.63
4427,0.58,Very Good,F,SI1,59.9,58.0,,5.35,5.4,3.22
4428,0.73,Good,F,SI2,63.4,55.0,,5.71,5.75,3.63
4429,1.72,Premium,H,SI2,59.8,59.0,,7.77,7.74,4.64
4430,0.3,Ideal,E,SI1,61.7,58.0,,4.29,4.3,2.65
4431,1.14,Ideal,G,VS1,60.9,57.0,,6.7,6.82,4.12
4432,0.42,Ideal,D,VS2,62.7,55.0,,4.79,4.81,3.01
4433,1.23,Ideal,I,VS1,61.5,56.0,,6.86,6.89,4.23
4434,1.14,Premium,F,SI1,59.6,58.0,,6.78,6.8,4.05
4435,1.21,Premium,F,SI2,59.0,60.0,,6.94,6.99,4.11
4436,0.72,Ideal,D,VS1,61.7,56.0,,5.77,5.81,3.57
4437,0.32,Premium,G,VS2,62.6,59.0,,4.33,4.36,2.72
4438,0.31,Ideal,D,VS2,62.5,56.0,,4.32,4.29,2.69
4439,0.72,Very Good,D,VS1,62.7,58.0,,5.65,5.68,3.55
4440,1.31,Premium,H,SI2,60.8,58.0,,7.13,7.08,4.32
4441,1.31,Ideal,G,VS2,61.9,56.0,,7.08,7.05,4.37
4442,0.8,Ideal,H,VS2,62.1,54.0,,5.96,5.99,3.71
4443,0.33,Premium,E,VS2,61.7,60.0,,4.4,4.45,2.73
4444,0.41,Very Good,E,VVS2,59.9,60.0,,4.8,4.82,2.88
4445,0.35,Ideal,E,VS2,62.2,56.0,,4.51,4.53,2.81
4446,0.72,Premium,D,SI2,60.2,56.0,,5.85,5.82,3.51
4447,1.05,Good,F,SI2,63.6,59.0,,6.4,6.36,4.06
4448,0.32,Ideal,D,SI2,61.7,55.0,,4.39,4.42,2.72
4449,1.2,Premium,D,SI2,62.6,57.0,,6.84,6.74,4.25
4450,1.5,Good,H,SI2,59.8,61.0,,7.39,7.49,4.45
4451,1.09,Ideal,F,SI2,61.2,55.0,,6.64,6.67,4.07
4452,1.06,Ideal,I,SI2,62.4,57.0,,6.48,6.54,4.06
4453,0.9,Very Good,F,SI2,63.0,56.0,,6.09,6.16,3.86
4454,0.76,Very Good,H,VS2,58.7,61.0,,5.96,5.99,3.51
4455,0.31,Very Good,D,SI2,61.8,60.0,,4.33,4.37,2.69
4456,0.38,Ideal,G,SI1,62.0,55.0,,4.67,4.64,2.89
4457,0.51,Ideal,E,VS2,62.0,54.0,,5.13,5.1,3.17
4458,1.0,Premium,J,SI1,62.7,57.0,,6.4,6.33,3.99
4459,0.92,Very Good,F,SI2,62.8,56.0,,6.19,6.23,3.9
4460,0.91,Very Good,F,VS2,63.4,55.0,,6.22,6.18,3.93
4461,0.71,Good,F,SI2,64.1,60.0,,0.0,0.0,0.0
4462,0.38,Ideal,J,SI1,62.0,54.0,,4.67,4.71,2.91
4463,1.27,Ideal,J,VS1,61.4,59.0,,6.95,6.97,4.27
4464,1.0,Ideal,D,SI2,62.3,56.0,,6.39,6.33,3.96
4465,0.53,Ideal,D,VS2,62.3,56.0,,5.14,5.17,3.21
4466,0.81,Ideal,E,SI2,61.8,56.0,,6.0,5.97,3.7
4467,0.91,Very Good,I,SI2,63.4,58.0,,6.08,6.12,3.87
4468,0.5,Very Good,F,VVS2,61.0,61.0,,5.09,5.11,3.11
4469,0.72,Ideal,D,SI1,61.1,59.0,,5.76,5.8,3.53
4470,0.36,Ideal,E,VS2,62.6,56.0,,4.52,4.56,2.84
4471,0.9,Very Good,H,SI2,62.3,61.0,,6.15,6.17,3.84
4472,0.51,Very Good,H,SI1,62.0,57.0,,5.11,5.19,3.19
4473,1.81,Premium,E,SI2,58.2,61.0,,8.09,8.02,4.69
4474,0.38,Premium,H,VS2,60.5,59.0,,4.69,4.66,2.83
4475,1.1,Premium,G,VS2,60.2,58.0,,6.71,6.75,4.05
4476,0.52,Very Good,E,VS1,62.6,56.0,,5.11,5.14,3.21
4477,0.51,Ideal,G,VS1,60.2,56.0,,5.18,5.24,3.14
4478,1.35,Very Good,H,SI2,62.2,56.0,,7.02,7.06,4.38
4479,3.04,Premium,I,SI2,59.3,60.0,,9.51,9.46,5.62
4480,0.35,Ideal,G,VS1,60.5,57.0,,4.55,4.58,2.76
4481,1.1,Very Good,G,IF,60.5,55.0,,6.77,6.71,4.08
4482,1.02,Very Good,I,VS2,59.3,59.0,,6.56,6.6,3.9
4483,0.29,Very Good,E,VS1,58.9,56.0,,4.35,4.37,2.57
4484,1.04,Ideal,G,IF,62.1,54.0,,6.53,6.55,4.06
4485,1.09,Very Good,E,SI1,62.5,57.0,,6.55,6.61,4.11
4486,0.54,Ideal,E,VS2,61.9,55.0,,5.24,5.2,3.23
4487,0.27,Very Good,F,VVS2,61.9,58.0,,4.17,4.2,2.59
4488,0.5,Fair,E,SI1,66.4,58.0,,4.98,4.87,3.27
4489,0.6,Good,G,SI1,61.3,61.2,,5.4,5.45,3.33
4490,1.51,Premium,G,VS1,62.6,60.0,,7.28,7.19,4.53
4491,0.52,Ideal,D,VS2,61.6,55.0,,5.2,5.15,3.19
4492,0.7,Very Good,G,VVS1,63.1,56.0,,5.64,5.67,3.57
4493,1.07,Premium,H,SI2,62.2,59.0,,6.53,6.47,4.04
4494,0.5,Good,E,VS2,64.1,58.0,,5.03,5.01,3.22
4495,0.83,Ideal,H,SI2,62.3,54.0,,6.04,6.07,3.77
4496,1.58,Ideal,G,IF,62.2,57.0,,7.45,7.51,4.65
4497,0.94,Very Good,D,SI1,60.7,60.0,,6.27,6.32,3.82
4498,0.93,Very Good,G,SI1,61.7,56.0,,6.22,6.26,3.85
4499,0.7,Very Good,F,VVS1,60.6,60.0,,5.67,5.7,3.45
4500,1.0,Very Good,E,SI2,63.0,54.0,,6.33,6.37,4.0
4501,1.53,Ideal,I,VS1,60.2,60.0,,7.51,7.48,4.51
4502,0.3,Ideal,E,VS2,61.5,56.0,,4.33,4.29,2.65
4503,1.02,Very Good,D,SI2,60.3,58.0,,6.48,6.52,3.92
4504,0.32,Ideal,F,VVS1,61.1,56.0,,4.45,4.42,2.71
4505,0.75,Good,E,VS2,59.7,65.0,,5.85,5.8,3.48
4506,1.51,Premium,F,SI1,60.7,58.0,,7.41,7.38,4.49
4507,0.7,Very Good,H,SI1,63.5,57.0,,5.59,5.66,3.59
4508,0.33,Good,E,SI1,63.8,55.0,,4.38,4.36,2.79
4509,1.07,Premium,G,VS2,62.5,57.0,,6.58,6.5,4.09
4510,0.91,Premium,E,SI2,61.0,58.0,,6.31,6.27,3.84
4511,0.43,Ideal,H,SI1,61.5,57.0,,4.88,4.84,2.99
4512,0.72,Ideal,F,SI2,62.1,57.0,,5.72,5.75,3.56
4513,0.72,Premium,D,SI1,63.0,57.0,,5.74,5.69,3.6
4514,0.31,Ideal,D,VS1,62.0,54.0,,4.36,4.35,2.7
4515,1.22,Premium,H,SI1,62.4,58.0,,6.82,6.77,4.24
4516,0.9,Very Good,H,VS2,62.6,57.0,,6.11,6.09,3.82
4517,0.49,Ideal,G,VS2,61.1,57.0,,5.12,5.09,3.12
4518,0.39,Good,G,VS2,60.3,60.6,,4.7,4.71,2.84
4519,1.13,Ideal,F,VS2,62.1,56.0,,6.71,6.65,4.15
4520,2.14,Premium,G,SI2,60.4,59.0,,8.32,8.38,5.04
4521,1.0,Very Good,G,SI2,62.8,57.0,,6.31,6.37,3.98
4522,0.52,Ideal,D,VS2,61.5,56.0,,5.15,5.19,3.18
4523,1.27,Ideal,E,VS1,61.8,57.0,,6.94,6.98,4.3
4524,0.3,Premium,E,VVS2,60.1,59.0,,4.32,4.37,2.61
4525,0.5,Ideal,E,VS2,60.4,56.0,,5.15,5.21,3.13
4526,0.72,Very Good,E,SI1,62.0,57.0,,5.73,5.76,3.56
4527,0.51,Good,E,SI1,64.3,55.0,,5.12,5.05,3.27
4528,0.57,Premium,H,VVS1,61.6,58.0,,5.39,5.35,3.31
4529,0.63,Premium,H,VS1,62.9,60.0,,5.45,5.33,3.39
4530,0.3,Ideal,D,SI2,62.1,57.0,,4.3,4.33,2.68
4531,1.24,Ideal,H,SI1,61.6,57.0,,6.92,6.84,4.24
4532,1.6,Premium,J,VS1,61.3,59.0,,7.52,7.49,4.6
4533,0.4,Good,F,VS2,64.1,56.0,,4.65,4.71,3.0
4534,1.23,Very Good,E,VS1,61.5,58.0,,6.88,6.93,4.25
4535,1.0,Good,D,VS2,63.6,56.0,,6.38,6.27,4.02
4536,0.68,Good,G,VVS1,61.9,55.0,,5.63,5.68,3.5
4537,0.3,Very Good,D,SI1,63.4,56.0,,4.29,4.26,2.71
4538,0.5,Very Good,E,I1,58.6,63.0,,5.23,5.15,3.04
4539,0.41,Ideal,G,IF,62.4,54.0,,4.74,4.78,2.97
4540,0.9,Ideal,H,VS1,62.2,58.0,,6.14,6.17,3.83
4541,0.71,Ideal,F,VS2,62.1,54.0,,5.68,5.72,3.54
4542,1.04,Ideal,F,VS2,61.1,57.0,,6.52,6.54,3.99
4543,0.31,Ideal,G,VS2,62.0,57.0,,4.34,4.37,2.7
4544,1.02,Good,F,VS1,63.7,57.0,,6.39,6.35,4.06
4545,0.4,Very Good,D,SI2,63.4,59.0,,4.7,4.67,2.97
4546,0.31,Ideal,H,SI2,61.3,55.0,,4.35,4.38,2.67
4547,2.0,Ideal,H,SI2,61.5,57.0,,8.04,8.0,4.93
4548,0.9,Premium,G,SI1,62.7,59.0,,6.1,6.14,3.84
4549,0.51,Ideal,D,VS1,61.6,57.0,,5.13,5.16,3.17
4550,0.4,Very Good,J,VS1,63.0,58.0,,4.66,4.7,2.95
4551,1.01,Premium,D,SI1,61.5,59.0,,6.46,6.39,3.95
4552,1.39,Good,F,SI2,63.8,55.0,,7.08,7.05,4.51
4553,0.7,Good,H,VVS2,63.7,54.0,,5.72,5.62,3.61
4554,1.01,Premium,G,VVS2,62.0,56.0,,6.49,6.41,4.0
4555,0.31,Premium,J,SI1,58.1,62.0,,4.47,4.44,2.59
4556,2.12,Premium,I,VS2,61.5,58.0,,8.3,8.26,5.09
4557,1.03,Very Good,D,VS1,59.6,61.0,,6.57,6.62,3.93
4558,0.83,Ideal,F,SI1,61.8,55.0,,6.01,6.06,3.73
4559,0.39,Very Good,J,VVS1,62.8,58.0,,4.61,4.66,2.91
4560,1.5,Good,G,VS2,59.0,58.0,,7.41,7.45,4.38
4561,0.5,Fair,G,I1,64.6,60.0,,5.04,4.96,3.23
4562,1.52,Ideal,F,SI1,62.0,54.0,,7.36,7.44,4.59
4563,0.3,Very Good,J,VS1,59.5,60.0,,4.39,4.45,2.63
4564,0.33,Ideal,F,VVS2,61.9,56.0,,4.42,4.46,2.75
